Danilo Rodrigues	dark	Neon flare in a black void — a single oversized lime disc burning against a perfectly blac	Neue Haas Grotesk, Times	#000000 #eaeaea #ffffff #878787	brutalist,neon
Daniël van der Winden	light	Printed monograph on vellum	Degular, Blanco	#e5e7eb #111827 #374151 #2a2a28	editorial,magazine,blog
Dash Digital Studio	light	Editorial museum on warm paper. A gallery where giant whisper-weight typography floats ove	Founders Grotesk, Editorial Neue	#2a2a2a #f0f0f0 #000000 #fafafa	editorial,industrial,photography,typography,education,blog,news
Dashlane	dark	Midnight vault with mint keyholes.	Saans, SaansMono	#200f0a #fcfaf9 #e3ccc0 #e5e7eb	dark,swiss,saas,security
Datalands	dark	Black cathedral with a single neon heartbeat. The wordmark fills the nave; everything else	sans-serif, OZIK Black	#000000 #ffffff #1d1a1a #111212	cinematic,industrial,brutalist,agency,law firm
David Kirschberg	dark	midnight gallery wall — a darkened room where spotlit work is the only color, and the fram	Inter, twkLausanne	#181818 #262626 #fafafa #a3a3a3	dark,cinematic,portfolio,monochrome
Daylit	light	Burgundy ink on cream parchment — a modern ledger rewritten for the AI era.	Tt Commons Pro Variable, Geist Mono	#4d1520 #360912 #faffa7 #662f3d	corporate,fintech,pastel,legal,banking,insurance,enterprise
Decide AI	dark	Observatory at midnight — mint signal	PP Neue Montreal	#030303 #000000 #ffffff #e5e7eb	dark,industrial,ai,science
Deel	both	Global command split-screen — a war-room purple panel beside a neon product showcase, then	BagossCondensedFont, BagossExtendedFont	#201547 #5938b7 #a98df6 #c4b1f9	corporate,gradient,3d,government
Deezer	both	Festival poster meets dark arena	Deezer Brand (custom condensed display), Inter	#fdfcfe #0f0d13 #000000 #191922	music
Default	dark	Mission control behind frosted glass — weight 400 headlines float over matte-black panels 	Inter	#0b0c0e #131416 #1f1f21 #3c3d3e	minimal,corporate,clinical,tech,construction,developer,dashboard
Delphi	light	warm parchment editorial with ember sparks	sans-serif, Martina Plantijn Light	#fdf6ee #f0e6dc #ffffff #000000	editorial,tech,experimental,friendly,developer,warm,ai
Dennis Snellenberg	dark	Dark editorial canvas with giant quiet headlines	Dennis Sans	#1c1d20 #ffffff #999d9e #494a4d	dark
Deno	light	whitepaper schematic with mint highlighter — a developer reading desk under daylight	Moranga, Inter	#f8f9fc #ffffff #0a0e1c #25272b	developer,dashboard
Depot	dark	Dark server-rack terminal. A near-black developer console where one green LED signals acti	Red Hat Display Variable, Red Hat Text Variable	#71d083 #366740 #2d5736 #1d3a24	minimal,developer,dashboard
Descript	both	Broadcast booth meets editorial press — deep burgundy theater dark, editorial serif headli	Booton, Gamuth Display	#390a1a #f73b3b #ff5340 #651a39	cinematic,clinical,developer
Design	dark	neon green glyph in a dark void	CashSans	#000000 #ffffff #e5e7eb #858585	fintech,neon,banking
Design Full-Time	dark	black-box cinema with a single warm spotlight	Inter	#000000 #111111 #252525 #343434	cinematic,clinical,construction,education,developer,fitness
Designmodo	both	Forest clearing at dawn — dark canopy above, open light below, a single green glow marking	InterVariable	#0e231c #1a3029 #233630 #313942	nature
Desktop.fm	light	Chrome disc in a laser grid — Apple keynote restraint meets cyberpunk CD-ROM nostalgia.	-apple-system, BlinkMacSystemFont, 'Segoe UI', system-ui, sans-serif, ui-monospace, 'SF Mono', Menlo, monospace	#f1f2f3 #111111 #ffffff #2d2d2d	cinematic,minimal,clinical,tech,experimental,gaming,music
Deta Surf	light	Open notebook floating in a clear blue sky. A serif headline drifts above a pill-shaped se	Switzer, Gambarino	#009afc #006dc8 #cfe9fd #a8d5ff	productivity
Dezeen	light	White-cube gallery for architecture photography — pure white canvas, image-first cards, bl	Chronicle Text G1 A, StandardCT	#556e9b #ff7617 #000000 #ffffff	architecture,photography,magazine,real estate,museum,blog,news
Dia Browser	both	blackroom gallery meets editorial broadsheet. A pitch-dark stage opens onto a sunlit paper	Exposure Variable, Exposure VAR	#020204 #000000 #636363 #888888	clinical,developer,dashboard,3d,productivity
Diabla	light	Mediterranean courtyard at noon — sun-bleached pink walls, one bold red canvas awning, and	LinotypeHelveticaNeueLTStdLt, LinotypeHelveticaNeueLTStdRoman	#ed2e38 #fcf0f3 #333333 #000000	luxury,fashion,architecture,ecommerce,hospitality,hotel,restaurant
Dialog	light	Neutral showroom with one warm price tag. Every surface is a different tone of off-white; 	PP Radio Grotesk Light, Inter	#f69251 #181825 #484758 #242433	clinical,hospitality,hotel,restaurant,travel,experimental,friendly
Dimension	dark	dusk-lit workspace with frosted glass panels	DM Sans, Geist	#0a0a0a #161616 #d4d4d4 #000000	cinematic,minimal,architecture,tech,construction,gaming,developer
Discord	dark	Game world behind a chat bubble — every section is a self-contained environment with its o	ABC Ginto Nord Discord, ABC Ginto Discord	#5865f2 #3442d9 #8891f2 #57f287	playful,gaming,music,3d,community,productivity
Discover	light	Type museum on white marble — a near-black wordmark, a whisper of coral, and everything el	Aeonik	#121212 #ffffff #dbdada #8e8e93	typography,nature,museum
Ditto	light	Sunlit wildflower compliance atelier. Warm cream surfaces, vivid yellow primary action, de	Hedvig Letters Serif, Inter	#130e30 #ffe228 #59e25d #e261e5	swiss,corporate,healthcare,playful,product,organic,saas
Ditto	light	marked-up manuscript on warm parchment	ABC Social, ABC Social Extended	#f7f5f3 #000000 #222222 #6a6559	legal,developer
Dock	light	Sunlit cream paper, cobalt pulse	Roobert	#faf9f7 #fbfaf7 #ffffff #f4f0ff	corporate,clinical,product,hotel,restaurant,saas,portfolio
Dollar Shave Club	dark	Navy warehouse with a single orange flare	DSC Specter, Gelica	#142978 #fe5000 #82163f #001233	dark,ecommerce,pharma,logistics
Doo	light	pastel sticky notes drifting on white linen	Avenir Next	#3b3996 #6e6d7a #383938 #111111	kids,children,product,developer,productivity,coffee
Dopper	light	Sunlit cream lagoon with a vivid blue current. A warm beige expanse where one electric blu	Dopper, Gilroy	#000f2e #f6ecc8 #fcfaf2 #0067e5	product,colorful,pharma,coffee
Doppler	dark	violet-lit vault at midnight. A near-black canvas glows with a single lavender signal and 	Doppler Repro	#1c1624 #2d2734 #f1f0ec #e5e7eb	dark,dashboard,gradient,security
Dot Inc.	light	white laboratory with a single orange spark	Plus Jakarta Sans	#ff5a2f #f15b2b #000000 #1f1f1f	corporate,children,tech,developer,light,science,productivity
Doug–Alves	both	Oversized typographic monolith on warm charcoal	Inter, wtqc	#1d1610 #282828 #333333 #000000	architecture,brutalist,typography,3d,government
Dovetail	dark	Blueprint grid under a black moon — faint graph lines, white type, one violet spark.	Inter, JetBrains Mono	#6798ff #000000 #0a0a0a #141414	dark,tech,developer,dashboard,gradient,monochrome,retro
Dovetail	dark	blueprint control room at midnight.	Inter, JetBrains Mono	#6798ff #0a0a0a #1e1e1e #141414	dark,architecture,industrial,corporate,hotel,tech,construction
Dovetail	light	Cream-paper editorial magazine on a sunlit table	Lausanne	#f9e5b1 #1d1e21 #000000 #fef9f3	editorial,hospitality,hotel,fintech,magazine,portfolio,news
DrawHistory	both	Warm gallery wall behind charcoal display panels	Eloquia Text, Roboto Mono	#faf6f3 #e5e7eb #999999 #b3b3b3	architecture,dashboard,illustration,government,museum
Drepute	dark	midnight observatory over still water — a single sentence floats beneath a field of stars	Source Sans Pro, Playfair Display	#ffffff #000000 #161616 #bfbfbf	cinematic,retro,startup
Dribbble	light	gallery wall at design week — a quiet white room where one magenta spotlight circles each 	Mona Sans	#ea4c89 #0d0c22 #060318 #3d3d4e	travel,portfolio,dashboard,museum,blog,community,church
Dries Bos	light	editorial ink on warm vellum	Sohne Buch, myFont	#e8e7e3 #dddbd5 #050200 #747472	editorial,illustration
Drive Capital	light	Retro road-trip poster on warm paper	Editorial New, Founders Grotesk	#fff8f1 #e2e8f0 #000000 #006eff	editorial,luxury,hospitality,hotel,travel,fintech,sport
Drizzle ORM	light	Rainwater terminal on graph paper — a clean developer workbench where ink-blue notes float	ui-sans-serif (Inter / system-ui), ui-monospace (JetBrains Mono / SF Mono)	#3e7ff0 #006be6 #222222 #282b3b	minimal,developer,dashboard
Drop	light	lavender editorial spread in bold serif. Lavender dusk washing over stark white pages, anc	ABC Normal, Ivar Display	#101010 #ffffff #1a1a1a #e5ede4	editorial,saas
Dropbox.com	light	warm cream workspace — editorial confidence on paper	Times, Atlas Grotesk Web	#0061fe #f7f5f2 #ffffff #1e1919	saas,friendly,warm
Dropmark	light	Warm paper atelier with cubist murals	DropmarkRealHead, DropmarkRealText	#00affa #f7f7f1 #ffffff #dcdcd4	illustration,productivity
Dub	light	frosted link dashboard on rice paper	Satoshi, Inter	#ffffff #f5f5f5 #e5e5e5 #d4d4d4	saas,developer,dashboard,3d,consulting
Dub Links	light	warm sunrise over monochrome architecture	Satoshi, Inter	#f5f5f5 #ffffff #0a0a0a #171717	friendly
Dul Zorigoo	light	ink-and-pencil gallery wall — a designer's portfolio rendered as monochrome exhibition pan	Inter	#ffffff #ebebeb #a8a8a8 #8e8e8e	portfolio,monochrome,illustration,blog
Duna	light	Sunset watercolor on warm marble — a single painted landscape over a quiet, editorial comp	sans-serif, GT America	#1b0624 #160f0c #766a7c #444444	fintech,music,banking,government
Duolingo	light	Green playground with thick marker outlines	din-round, feather	#58cc02 #a5ed6e #d7ffb8 #1cb0f6	kids,children,playful,colorful,legal,education,sport
Duolingo	light	Playful classroom mascot on white paper	feather, duolingo-sans	#58cc02 #d7ffb8 #1cb0f6 #a5ed6e	kids,children,playful,colorful,education,gaming,fitness
Duties.xyz	light	Monochrome broadside manifesto — a cream-paper zine where the only ink is black and the on	AS Therma Bold Condensed, PP Neue Montreal Mono Medium	#f1f0ee #000000 #252525 #dbdad9	brutalist,magazine,monochrome,nonprofit
Dylanbrouwer	both	Brutalist type foundry at dusk	Die Grotesk B, ABC Gravity Variable	#ff6436 #161616 #3c3a3e #7b7a7c	industrial,brutalist,portfolio,construction,3d
Dyotanya	light	Editorial sketchbook on warm paper — oversized serif confessions floating between hand-dra	Times, Simeiz	#f5f5f3 #000000 #333333 #ffffff	typography,illustration,wedding
Dyson	light	engineering gallery on warm paper — products are specimens on a mat board, framed by a bla	DysonFutura	#fff8e6 #ffffff #333333 #555555	luxury,fashion,industrial,product,hospitality,tech,photography
EPIC agency	dark	violet observatory with gilded instruments — a gallery-as-night-sky where pale lavender li	Inter, Sang Bleu (custom)	#271a47 #dbc9ff #bc994e #000000	cinematic,industrial,corporate,travel,agency,legal,real estate
EVOKE	light	Saturated flat tiles swallowed by a massive black wordmark	tt_norms_proextrablack, TT Norms Pro	#ff5a46 #00ffff #ffe100 #ebebf5	natural,experimental,education,real estate,neon,3d,space
Earlydog	light	Bauhaus poster pinned to a cloud architect's corkboard — cream paper, primary-color shapes	degular-display, usual	#fff9f0 #000609 #0a65db #ee4623	architecture,industrial,developer,dashboard,illustration,startup,consulting
Ease Health	light	Botanical greenhouse on cream paper	Faire Octave, Suisse Intl	#0f3e17 #b1dbb8 #e1f4df #cfe7d3	healthcare,clinical,organic,natural,beauty,wellness,insurance
Eat Real Food	light	government health brief on cream parchment	Die Grotesk D, Die Grotesk B	#110000 #fdfbee #ffffff #f3f0d6	healthcare,legal,education,food,government,news
Eclipse	both	Cel-shaded neon comic strip — think Akira signage rendered as a finance terminal.	Barlow Condensed, GT Alpina Condensed	#a1fea0 #000000 #ffffff	gaming,automotive,gradient,neon,retro,crypto,banking
Eco	both	skyline vault at dusk — a near-monochrome ledger where negative space and oversized displa	Interdisplay, Roobert	#ffffff #efefef #0f111a #000000	minimal,corporate,gradient,monochrome,retro,crypto,banking
Ecosia	light	verdant search clearing — a white-canvas interface with a single lime-green accent and ful	Inter, Founders Grotesk	#d7eb80 #333333 #ffffff #f8f8f6	organic,natural,gradient,nonprofit,nature,security,energy
Eddie	light	Pastel sticker pack on warm cream paper	Founders Grotesk, Founders Grotesk	#000000 #f7f4f2 #ffffff #eeeafa	kids,playful,colorful,pastel
Eduardo del Fraile	dark	Black gallery vitrine — a darkened room where one object glows in white text	Akzidenz-Grotesk	#000000 #ffffff #888888	dark,brutalist,monochrome,3d,museum
Egstad	light	editorial broadside in warm ink — monumental type, one paper color, zero decoration	EG Metaphor, Times	#252422 #e2e0d9 #000000	editorial,typography,magazine,agency,government,blog,news
Eight Sleep	both	midnight observatory with single neon pulse	NeueMontreal	#000000 #ffffff #f9f8f7 #f1f2f4	luxury,healthcare,kids,product,hotel,organic,wellness
Eindhoven Design District	light	editorial brutalism on white paper — a municipal design manifesto rendered in oversized ty	HelveticaNow	#000000 #ffffff #e8e8e8 #bfbfbf	minimal,swiss,architecture,industrial,brutalist,photography,typography
Electronic Materials Office®	dark	Incandescent ember in a charcoal gallery	GT-Flexa, Tobias-light	#202020 #ffffff #9d9d9d #eaeaea	dark,industrial,ecommerce,organic,tech,gaming,automotive
Elektron	dark	Hardware control panel at midnight — a near-black canvas where product photography glows a	Neue Haas Grotesk Text Pro, Neue Haas Grotesk Display Pro	#222222 #151515 #000000 #eeeef2	dark,minimal,industrial,tech,gaming,music,automotive
Elementor	light	High-stakes monochrome printing press — a system where black and white do all the heavy li	Roobert, Times	#000000 #212121 #ffffff #f6f6f6	typography,energy
ElevenLabs	light	Warm cream editorial with whispered headlines. A Bauhaus studio notebook — eggshell paper,	Waldenburg, Inter	#fdfcfc #f5f3f1 #ebe8e4 #000000	minimal,experimental,pastel,education,warm,ai,coffee
ElevenReader	light	newsprint minimalism with a single color bloom	WaldenburgHF, Inter	#000000 #ffffff #f2f2f2 #e5e5e5	minimal,children,ai,news
Elva	light	Monumental type on warm concrete	Basis Grotesque, Messina Sans	#262523 #ececec #cfcdcd #000000	architecture,typography
Elvina Prasad	both	Editorial monolith of light and shadow — enormous type carved into a binary canvas, with p	Neue Montreal, Neue Montreal Variable	#ffffff #000000 #333333 #f7f7f7	brutalist,typography,portfolio,construction
Emmalewisham	light	porcelain apothecary at golden hour. Warm linen surfaces cradle jewel-toned glass vessels;	Martina Plantijn, Regola Pro Book	#49369e #a9a7db #524eb7 #ec9bad	luxury,healthcare,ecommerce,product,natural,education,beauty
Employment Hero	light	violet ink on white parchment	DM Sans, Saiga	#7622d7 #f9f5ff #f0e6fa #e6d5fe	healthcare,saas,education,government,enterprise
Empower	both	Chartreuse zine on midnight paper	Gravity, EmpowerSerif	#e4e24e #faf9b6 #100f0f #000000	fintech,gradient,banking,energy
Endlesstools	dark	Black-box gallery wall for digital art	Inter	#080808 #181818 #1e1e1e #373737	retro,illustration,3d,museum
Enter GmbH	both	Bauhaus poster workshop, midday sun	Maax Mono, Sofia-Regular	#ff5000 #a5d3d4 #f9f8ea #282828	industrial,brutalist,construction,education,developer,blog,community
Enviar Dinero	both	Electric Sky Wallet — a sky that you can spend from.	Plain, PayPal Pro	#60CDFF #002991 #B8E9FF #002991	fintech,legal,real estate,banking,nonprofit,insurance,security
Epidemicsound	light	Boutique liner notes on sunlit paper. A warm off-white spread with a custom editorial seri	Inter, sebentaFont (custom editorial serif)	#ff82c2 #ffda40 #20afff #ff6138	music,news
Equals	light	Broadsheet meets spreadsheet — editorial serif authority on warm cream, punctuated by floa	Serrif Condensed, Unica77	#FFCC00 #B074CE #20A277 #2DCBDC	saas,church
Era	light	Quiet ledger on warm paper	Saans VF	#191a17 #f3f3f1 #e6e6e4 #ffffff	fintech,retro,banking,enterprise,energy
Eraser	dark				
Erno Forsström	light	editorial gallery on warm paper	NB Akademie Pro	#202020 #dfdcdc #cdcecf	editorial
Escape Coffee Company	light	Frost-bleached editorial broadsheet — large display type cut into warm off-white, all atmo	TWK Lausanne, Molitor	#f5f4f2 #151515 #ebe9e6 #ffffff	ecommerce,photography,typography,food,coffee
Essie Wine	both	Dusty rose chapbook with mustard chapter breaks	BasicCommercial LT Com Roman, Adobe Caslon	#062d32 #c9a9b5 #aa9e54 #344b52	hospitality,restaurant,food,real estate,church,wedding
Eventbrite	light	pillow-soft discovery wall with a single electric blue pulse	Neue Plak, Neue Plak Text	#39364f #ffffff #f8f7fa #dbdae3	hospitality,hotel,restaurant,travel,colorful,music,real estate
Evergreen	light	Sunlit greenhouse on linen paper	ivypresto-headline, Rubik	#edede2 #fffff3 #ffffff #000000	organic,natural,education,wellness,nature,energy
Everlane	light	Minimalist atelier on raw linen. White walls, bare architecture, a single sage-green ribbo	Maison Neue Book, Maison Neue Demi	#000000 #ffffff #121212 #161912	minimal,luxury,fashion,ecommerce,real estate,furniture,jewelry
Evermade	light	Editorial punk on cream paper	Instrument Serif, DM Mono	#2d070b #ff0389 #fef0e6 #ffdce2	product,experimental,food,music,energy
Evernote	light	Afternoon sun on cream paper — a warm, lived-in notebook where white cards float on beige,	Figtree, Inter	#94e130 #f9f6f2 #f4eee5 #ffffff	natural,pastel,light,warm,nature,productivity,energy
Evervault	dark	Encrypted vault behind ultraviolet light — a dark crypt where one violet beam reveals ever	Roobert, Inter	#010314 #171825 #2a2b3a #343543	legal,neon,security
Exante	light	neon greenhouse at midnight	sans-serif, Alliance No.2	#1e211e #ffffff #000000 #4b4d4b	minimal,fintech,experimental,gaming,gradient,neon,retro
Exhibition Magazine	light	Concrete editorial monolith	DIN, Cochin	#ffffff #000000 #e5e7eb #a9a9a9	editorial,brutalist,photography,magazine
Exo Ape	light	Venetian gallery at golden hour	Lausanne-400, Lausanne	#0d0e13 #ffffff #e4e0db #6e6e71	luxury,architecture,experimental
Expo	light	precision notebook in graphite and signal blue — every control a rounded chip, every scree	Inter	#1c2024 #ffffff #60646c #80838d	travel,tech,experimental,education,developer,space,community
ExpressVPN	light	Fortress garden at dawn. A bright, spacious canopy of teal and ivory where dark navy ancho	Inter, FS Kim	#001d2f #f7f8f9 #ffffff #ccd2d5	swiss,travel,saas,friendly,nonprofit,government,insurance
Extract	light	Editorial monolith on gallery paper	Feature Deck, ABC Diatype	#ffffff #070707 #e7feda	editorial,magazine,education,illustration,museum,blog
FARFETCH España	light	White-cube fashion gallery. Imagine a high-end retail space where the walls, floors, and f	Farfetch Basis	#222222 #ffffff #b6b6b6 #f5f5f5	luxury,fashion,ecommerce,restaurant,food,beauty,sport
FLORA	dark	Black velvet gallery — pure dark canvas, vivid images as the only color	sans-serif, Geist	#000000 #191919 #303030 #606060	ai,nature
FORA	light	Swiss editorial mosaic on white. A grid of monumental color tiles and airy geometric type,	Theinhardt, Theinhardt Medium	#000000 #ffffff #a9553c #ddbdea	swiss,architecture,typography,agency,sport,real estate,3d
FRANKY'S	light	Retro arcade kiosk on a skate-shop counter.	Arcade	#f3e5df #000000 #e5e7eb #333333	fashion,kids,ecommerce,restaurant,friendly,food,gaming
Fable	both	a literary reading nook with cream paper and ink — the book is the art	Inter, Heldane Display	#064c37 #43a1d7 #f7f4ee #161015	editorial,fashion,magazine,illustration,furniture
Fabric	light	editorial manuscript on a drafting table	sans-serif, GT Alpina Light	#1100ff #19154e #0a0a0a #000000	fashion,product,natural,tech,science,productivity,furniture
Face Formula	light	Nordic editorial portrait. A quiet Scandinavian magazine spread where the model's gaze and	Libre Caslon Condensed, Circular Pro	#ffffff #f2f5f8 #e6ebee #cfdce7	editorial,fashion,magazine,beauty,fitness
Factory	dark	Terminal war room at midnight. Factory is a stark black control surface where a single whi	Geist, Geist Mono	#101010 #1d1a18 #3d3a39 #4d4947	minimal,industrial,natural,tech,brutalist,experimental,construction
Faire ES	light	warm cream wholesale catalog	Graphik, Nantes	#fbf8f6 #ffffff #000000 #333333	luxury,fashion,healthcare,ecommerce,hospitality,restaurant,organic
Fallen Grape	light	Sun-drenched vineyard at golden hour. Warm cream paper, walnut ink, terracotta warmth — a 	Romie, Arial Narrow	#ece0d2 #f3f3f3 #573d21 #7c664d	product,hospitality,restaurant,travel,natural,food,nature
Family	light	storybook spread on cream parchment	Family, Inter	#fbfaf9 #f2f0ed #121212 #343433	kids,children,playful,travel,friendly,portfolio,illustration
Favorit Studio	light	Gallery wall in black and white — a single oversized serif floating on infinite white, anc	Favorit Times, TWKLausanne	#000000 #ffffff	hotel,restaurant,travel,photography,portfolio,sport,museum
FeedHive	light	Lavender control room at dawn. One confident blue-violet accent breathing over a near-whit	Thicccboi	#f3f5ff #ffffff #181c31 #757693	healthcare,hospitality,hotel,saas,colorful,gradient
Felt	dark	topographic atlas at dusk — moss-green pages, serif headlines, one amber needle	Arial, GT Alpina Standard	#314218 #3d521e #64754b #212f0c	travel,natural
Ferrari	dark	cavallino rampante on black marble. Black voids punctuated by singular Ferrari red, white 	Body-Font, FerrariSans	#da291c #9d2211 #ffffff #000000	cinematic,swiss,luxury,restaurant,sport,automotive,insurance
Fey	dark	Nocturnal Bloomberg terminal, matte-black with luminous type	Calibre	#ffffff #0b0b0b #191919 #131313	fintech,portfolio,real estate,retro,banking
Fey	light	a printed broadsheet on warm paper — type and silence, nothing else.	-apple-system, Wealthsimple Sans Display	#fafafa #595959 #1c1c1c	fintech,friendly,education,banking,nonprofit,news,energy
Fiasco	light	"editorial gallery on cream paper" — warm off-white canvas with confident black type and s	area-normal, HAL Timezone	#f8f9f3 #1d1e19 #e9eae2 #d0d1cc	experimental,agency,portfolio,illustration,law firm,startup,enterprise
Fictional	light	Sticker-bombed tabletop — vivid decals scattered across a warm cream surface, held down by	Fictional	#ffe9ce #ffffff #000000 #666666	cinematic,playful,colorful,typography,food,gaming,illustration
Fidèle Editions	light	Risograph blue ink on warm cream paper. A single fluorescent blue floods headlines, the an	Arial, BaselGrotesk	#1664eb #4f89ec #006ce5 #f8f7ef	magazine
Figma	light	monochrome chassis for chromatic chaos	figmaSans, figmaMono	#ffffff #000000 #595959 #e2e2e2	minimal,architecture,industrial,brutalist,typography,construction,monochrome
Figma	light	white gallery wall with a single indigo spotlight.	figmaSans, figmaMono	#000000 #ffffff #e2e2e2 #595959	illustration,furniture
Figma Config	dark	modernist poster on black velvet	figmaSans, figmaMono	#000000 #e2e2e2 #3d3d3d #ffffff	cinematic,minimal,brutalist,space,logistics
Figura	dark	Black-box gallery with neon-white typography	sans-serif, Inter	#000000 #ffffff #8f8f8f #1f1f1f	architecture,industrial,corporate,brutalist,typography,agency,gaming
Filling Pieces	light	monochrome fashion editorial	favorit	#000000 #ffffff #e5e7eb #efefef	fashion,ecommerce,beauty,logistics,furniture,jewelry,fitness
Fingerprint	light	warm CRT terminal on cream paper — a fraud-detection lab notebook where code blocks are th	Inter, JetBrains Mono	#fafaf8 #ffffff #f0f0ef #e4e5e1	clinical,tech,developer,science,security
Finn	both	warm puppy-kissed comfort	Larsseit, Athletics	#161345 #321004 #ff7f00 #ffcfdb	healthcare,kids,children,playful,product,organic,friendly
Firecrawl	light	Technical blueprint on warm vellum. A developer tool that swaps cold gray for a single bur	Suisse, Geist Mono	#ff4d00 #fcddcc #febec2 #e5e7eb	developer,warm,gradient,ai
Firstandforemost	light	Protest poster on cream paper	NeueMontreal	#ff4501 #ffefe9 #ffc2a9 #ffffff	agency,illustration,nonprofit,government
Fiverr.com	both	Digital bazaar spotlight — vivid green pulse on dark theatrical stages. One neon-green per	Macan	#1dbf73 #003912 #222325 #62646a	restaurant,saas,colorful,legal,real estate,nonprofit,law firm
Flatfile	light	Quiet data journal on warm parchment	FlatfileDiatypeVariable, Flatfile Diatype (Variable)	#090b2b #151515 #1b1b1e #262626	clinical,legal,dashboard
Flayks	dark	Oversized editorial broadsheet — dark forest green page, peach ink headlines bleeding off 	Mango Grotesque, Nohemi	#00381c #002d16 #ffe0ce #f6e9d9	playful,portfolio,gaming,illustration,3d
Flecto	both	Botanical greenhouse glasshouse. A warm cream-walled conservatory where deep teal planters	Aeonik, roobert	#004737 #56f09f #d4ffe8 #fffbec	hotel,organic,experimental,pastel,friendly,light,warm
Flighty	both	Control tower at midnight — a luminous control room with glowing screens floating around a	sans-serif, system-ui	#007bff #f7be00 #0d0021 #05010d	travel,tech,light,news,security,pharma
Flim	light	Scattered polaroids on a sketchpad grid	Swizzy, PP Neue Montreal Mono	#141414 #ffffff #f5f5f5 #e9e9e9	cinematic,fashion,portfolio,light,ai
Flowers For Society	light	indigo editorial on white gallery — a single deep-violet voice laid over a paper-white can	Soehne, Integral	#203b90 #7989bc #ffffff #000000	fashion,ecommerce,education,beauty,jewelry,wedding
Flowmapp	light	White blueprint desk with one blue pen	Inter	#0080ff #0050ff #c5e0fb #8c9baa	travel,music,pharma
Flox	light	terminal at sunrise, violet glow	GeistSans, GeistMono	#020817 #e2e8f0 #ffffff #1b1b1b	startup
FlutterFlow	dark	violet control room at midnight	Urbanist, Inter	#5800fd #2415c6 #7066ed #4b39ef	colorful,developer
Flutterwave Design	light	warm editorial magazine on cream paper	Millik, Moderat	#fff9f1 #171717 #b5b5b5 #8b8b8b	magazine,wellness,warm
Fluz	light	Gemstone vault on warm parchment	Greed-SemiBold, Greed Condensed	#1a0000 #a6b4f7 #ffffff #f2f2f2	fintech,friendly,banking,insurance,pharma
Fly.io	light	surrealist cloud atlas in violet ink	Fricolage Grotesque, Mackinac	#7c3aed #281950 #5e537c #a39ac1	travel,colorful,illustration
Flying Papers	light	Saturday morning cartoon confessional	ObviouslyVariable, DegularVariable	#8584bd #f4ed36 #f9cc73 #61609a	kids,children,playful,colorful,gaming,illustration
Fold	light	Bauhaus poster on fog	GT Walsheim Pro, GT America	#20294c #375390 #459af8 #f0f1f5	fashion,healthcare,travel,fintech,retro,banking,nonprofit
Fonts In Use	light	White gallery wall for letterforms	BentonSansRE, RelayCond	#000000 #ffffff #f0f0f0 #dddddd	typography
Foodnoms	light	Sunlit fruit market on white porcelain — warm orange, fresh green, and generous rounded fo	Aquawax Pro Medium, Aquawax Pro	#ff5406 #00b33f #ff3400 #00a9dd	healthcare,restaurant,organic,natural,food,wellness,productivity
Forner	light	Warm earthen atelier — imagine a ceramics studio at golden hour, where every surface is cl	Surt, ClashDisplay	#484036 #faf5eb #ecece4 #cacab0	architecture,hospitality,restaurant,natural,friendly,construction,food
Foundry	dark	orange-lit type cathedral — a black room where enormous illuminated letterforms hang as ex	JetBrains Mono, Inter	#ff4d00 #121212 #e2e8f0 #efefef	architecture,industrial,clinical,restaurant,brutalist,experimental,typography
Frame.io	dark	Midnight cinema projection room. A dark suite where a single blue spotlight does all the w	Times, FrameGothic	#fcfcfc #0a0a13 #000000 #040407	cinematic,music,3d
Framer	dark	cinematic black gallery. Pure black canvases cradle white editorial type and one electric 	sans-serif, GT Walsheim	#000000 #080808 #111111 #171717	cinematic,brutalist,construction,monochrome
Framer	dark	neon gallery in the void	sans-serif, GT Walsheim	#000000 #111111 #171717 #242424	neon,3d,space
Franco Maria Ricci Editore	light	Art Déco gallery catalogue — burnished gold hairlines on bone-white vellum	BodoniSvntytwoITCStd-Book, BodoniSvntytwoITCStd-BookIt	#f6f6f6 #ffffff #0a0a0a #000000	editorial,luxury,fashion,ecommerce,travel,magazine,beauty
Free Podcast Hosting	light	Botanical broadcast studio — a forest-green command console on white paper, anchored by a 	Girott, Graphik	#214538 #151e1b #4d4d4f #e4e5e6	music,blog
Free Resume Builder	light	fresh worksheet with blue ballpoint.	TT Commons	#1e2532 #0f141e #656e83 #828ba2	education,productivity,fitness
Freelance frontend UI developer and designer, Rou Hun Fan	dark	Riso-printed zine on black construction paper	Azeret Mono, AzeretMono (display variant)	#0a0a0a #ffffff #1ef0e4 #e91e8c	brutalist,typography,construction,retro,illustration
Freitag	light	Swiss industrial catalog — a printed manifest of truck tarpaulins laid flat on poured conc	ui-sans-serif, AkkStdRg (Akkurat Standard)	#000000 #ffffff #cacaca #f1f1f1	swiss,fashion,industrial,ecommerce,product,food,sport
Freshman	dark	cinema title card on black velvet	Editorial New, TT Firs Neue	#ffffff #000000 #101010 #ff2936	cinematic,education,real estate,retro,startup
Freytag Anderson	both	cinema curtain rising on a single word. A vast moving image carries the screen, the brand 	FAVORIT, Clarkson	#fafafa #000000 #1c1c1c #141109	cinematic,photography,typography,agency,portfolio,retro
